Iso	Gene
TRINITY_DN4862_c0_g1	Pinin OS=Canis lupus familiaris OX=9615 GN=PNN PE=2 SV=3 E(blastx)=1e-08
TRINITY_DN9046_c0_g1	Protein phosphatase Slingshot homolog 1 OS=Homo sapiens OX=9606 GN=SSH1 PE=1 SV=2 E(blastx)=2e-15
TRINITY_DN11377_c0_g1	Exocyst complex component 4 OS=Homo sapiens OX=9606 GN=EXOC4 PE=1 SV=1 E(blastx)=5e-10
TRINITY_DN6712_c0_g1	Tyrosine-protein kinase transforming protein Abl OS=Abelson murine leukemia virus OX=11788 GN=ABL PE=3 SV=1 E(blastx)=2e-63
TRINITY_DN5399_c0_g1	Ubiquitin carboxyl-terminal hydrolase 24 OS=Homo sapiens OX=9606 GN=USP24 PE=1 SV=3 E(blastx)=2e-13
TRINITY_DN14032_c0_g1	"28S ribosomal protein S18c, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS18C PE=1 SV=1 E(blastx)=5e-12"
TRINITY_DN6133_c0_g1	"Asparagine--tRNA ligase, cytoplasmic OS=Bos taurus OX=9913 GN=NARS PE=2 SV=3 E(blastx)=2e-54"
TRINITY_DN701_c0_g1	Gamma-tubulin complex component 2 OS=Mus musculus OX=10090 GN=Tubgcp2 PE=1 SV=2 E(blastx)=1e-24
TRINITY_DN12405_c0_g1	OTU domain-containing protein DDB_G0284757 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0284757 PE=4 SV=2 E(blastx)=6e-06
TRINITY_DN3014_c0_g1	E3 ubiquitin-protein ligase RNF25 OS=Homo sapiens OX=9606 GN=RNF25 PE=1 SV=1 E(blastx)=1e-26
TRINITY_DN4178_c0_g1	Utrophin OS=Homo sapiens OX=9606 GN=UTRN PE=1 SV=2 E(blastx)=3e-14
TRINITY_DN10036_c0_g1	"ATP synthase subunit alpha, mitochondrial OS=Drosophila melanogaster OX=7227 GN=blw PE=1 SV=2 E(blastx)=3e-23"
TRINITY_DN3918_c0_g1	"Myosin light chain kinase, smooth muscle OS=Oryctolagus cuniculus OX=9986 GN=MYLK PE=1 SV=2 E(blastx)=4e-38"
TRINITY_DN10553_c0_g1	Collagen alpha-1(VII) chain OS=Homo sapiens OX=9606 GN=COL7A1 PE=1 SV=2 E(blastx)=4e-05
TRINITY_DN7757_c0_g1	Galectin-3-binding protein OS=Pongo abelii OX=9601 GN=LGALS3BP PE=1 SV=1 E(blastx)=6e-10
TRINITY_DN11708_c0_g1	GON-4-like protein OS=Homo sapiens OX=9606 GN=GON4L PE=1 SV=1 E(blastx)=1e-05
TRINITY_DN7293_c0_g1	DNA repair endonuclease XPF OS=Cricetulus griseus OX=10029 GN=ERCC4 PE=2 SV=3 E(blastx)=5e-19
TRINITY_DN6590_c0_g1	Disheveled-associated activator of morphogenesis 2 OS=Gallus gallus OX=9031 GN=DAAM2 PE=1 SV=2 E(blastx)=3e-07
TRINITY_DN5408_c0_g1	Ubiquitin-60S ribosomal protein L40 OS=Caenorhabditis elegans OX=6239 GN=ubq-2 PE=3 SV=2 E(blastx)=5e-40
TRINITY_DN2905_c0_g1	Trypsin-1 OS=Astacus astacus OX=6715 PE=1 SV=1 E(blastx)=6e-19
TRINITY_DN12575_c0_g1	Pleckstrin homology domain-containing family G member 5 OS=Mus musculus OX=10090 GN=Plekhg5 PE=1 SV=1 E(blastx)=3e-05
TRINITY_DN6582_c0_g1	Protein pelota homolog OS=Homo sapiens OX=9606 GN=PELO PE=1 SV=2 E(blastx)=3e-06
TRINITY_DN9514_c0_g1	"Dynein heavy chain 17, axonemal OS=Mus musculus OX=10090 GN=Dnah17 PE=1 SV=2 E(blastx)=5e-46"
TRINITY_DN10296_c0_g1	Breast cancer anti-estrogen resistance protein 1 OS=Homo sapiens OX=9606 GN=BCAR1 PE=1 SV=2 E(blastx)=8e-23
TRINITY_DN13406_c0_g1	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Mus musculus OX=10090 GN=Ogt PE=1 SV=2 E(blastx)=4e-43
TRINITY_DN5845_c0_g1	"Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5 PE=1 SV=4 E(blastx)=6e-29"
TRINITY_DN12194_c0_g1	Coatomer subunit epsilon OS=Gallus gallus OX=9031 GN=COPE PE=2 SV=1 E(blastx)=1e-56
TRINITY_DN5084_c0_g1	Leukocyte cell-derived chemotaxin-2 OS=Mus musculus OX=10090 GN=Lect2 PE=1 SV=1 E(blastx)=1e-07
TRINITY_DN9697_c0_g1	"Dynein heavy chain 8, axonemal OS=Mus musculus OX=10090 GN=Dnah8 PE=1 SV=2 E(blastx)=9e-36"
TRINITY_DN5670_c0_g1	ATP-dependent RNA helicase DHX8 OS=Homo sapiens OX=9606 GN=DHX8 PE=1 SV=1 E(blastx)=5e-10
TRINITY_DN7951_c0_g1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens OX=9606 GN=GSPT1 PE=1 SV=1 E(blastx)=2e-27
TRINITY_DN6240_c0_g1	Coiled-coil and C2 domain-containing protein 1B OS=Rattus norvegicus OX=10116 GN=Cc2d1b PE=1 SV=2 E(blastx)=3e-07
TRINITY_DN3001_c0_g1	Ubiquitin-conjugating enzyme E2 J2 OS=Homo sapiens OX=9606 GN=UBE2J2 PE=1 SV=3 E(blastx)=3e-58
TRINITY_DN11463_c0_g1	Argininosuccinate synthase OS=Xenopus tropicalis OX=8364 GN=ass1 PE=2 SV=1 E(blastx)=2e-30
TRINITY_DN11690_c0_g1	Epidermal growth factor receptor kinase substrate 8 OS=Mus musculus OX=10090 GN=Eps8 PE=1 SV=2 E(blastx)=2e-14
TRINITY_DN8367_c0_g1	Ras-specific guanine nucleotide-releasing factor 2 OS=Danio rerio OX=7955 GN=rasgrf2 PE=3 SV=1 E(blastx)=3e-05
TRINITY_DN13654_c0_g1	Calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type OS=Anopheles gambiae OX=7165 GN=SERCA PE=3 SV=5 E(blastx)=1e-28
TRINITY_DN5466_c0_g1	Sushi repeat-containing protein SRPX OS=Homo sapiens OX=9606 GN=SRPX PE=1 SV=1 E(blastx)=1e-05
TRINITY_DN6410_c0_g1	Marginal zone B- and B1-cell-specific protein OS=Mus musculus OX=10090 GN=Mzb1 PE=1 SV=2 E(blastx)=1e-14
TRINITY_DN3084_c0_g1	"Putative UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase LOC100288842 OS=Homo sapiens OX=9606 PE=5 SV=2 E(blastx)=4e-08"
TRINITY_DN11037_c0_g1	TATA element modulatory factor OS=Mus musculus OX=10090 GN=Tmf1 PE=1 SV=2 E(blastx)=1e-07
TRINITY_DN10068_c0_g1	Ribosome biogenesis protein WDR12 homolog (Fragment) OS=Nematostella vectensis OX=45351 GN=v1g82024 PE=3 SV=1 E(blastx)=2e-19
TRINITY_DN4675_c0_g1	Fatty acid synthase OS=Gallus gallus OX=9031 GN=FASN PE=1 SV=5 E(blastx)=3e-26
TRINITY_DN10189_c0_g1	"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2 E(blastx)=3e-28"
TRINITY_DN10202_c0_g1	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Danio rerio OX=7955 GN=uap1l1 PE=2 SV=1 E(blastx)=1e-26
TRINITY_DN3837_c0_g1	NADH-ubiquinone oxidoreductase chain 4 OS=Metridium senile OX=6116 GN=ND4 PE=3 SV=1 E(blastx)=3e-20
TRINITY_DN11347_c0_g1	BPTI/Kunitz domain-containing protein (Fragment) OS=Haliotis asinina OX=109174 PE=1 SV=1 E(blastx)=2e-08
TRINITY_DN8727_c0_g1	60S ribosomal protein L10a OS=Rattus norvegicus OX=10116 GN=Rpl10a PE=1 SV=2 E(blastx)=4e-54
TRINITY_DN2830_c0_g1	Acidic skeletal organic matrix protein OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=3e-06
TRINITY_DN9533_c0_g1	Serine/threonine-protein kinase SMG1 OS=Mus musculus OX=10090 GN=Smg1 PE=1 SV=3 E(blastx)=2e-68
TRINITY_DN10596_c0_g1	Paired amphipathic helix protein Sin3a OS=Mus musculus OX=10090 GN=Sin3a PE=1 SV=3 E(blastx)=4e-26
TRINITY_DN9050_c0_g1	Homeodomain-interacting protein kinase 2 OS=Mesocricetus auratus OX=10036 GN=Hipk2 PE=1 SV=2 E(blastx)=3e-46
TRINITY_DN11783_c0_g1	Hypoxia up-regulated protein 1 OS=Gallus gallus OX=9031 GN=HYOU1 PE=2 SV=1 E(blastx)=6e-22
TRINITY_DN8226_c0_g1	Protein wech OS=Drosophila melanogaster OX=7227 GN=wech PE=1 SV=2 E(blastx)=2e-08
TRINITY_DN14356_c0_g1	"Probable methylmalonyl-CoA mutase, mitochondrial OS=Caenorhabditis elegans OX=6239 GN=mmcm-1 PE=3 SV=2 E(blastx)=2e-42"
TRINITY_DN13541_c0_g1	"Histone-lysine N-methyltransferase, H3 lysine-79 specific OS=Drosophila melanogaster OX=7227 GN=gpp PE=1 SV=2 E(blastx)=6e-37"
TRINITY_DN6472_c0_g1	Apoptosis inhibitor 5 OS=Mus musculus OX=10090 GN=Api5 PE=1 SV=2 E(blastx)=4e-17
TRINITY_DN3904_c0_g1	Dystroglycan OS=Canis lupus familiaris OX=9615 GN=DAG1 PE=3 SV=1 E(blastx)=5e-07
TRINITY_DN10369_c0_g1	Ubiquitin carboxyl-terminal hydrolase 47 OS=Drosophila melanogaster OX=7227 GN=Usp47 PE=1 SV=2 E(blastx)=9e-21
TRINITY_DN11261_c0_g1	Ribonuclease T2 OS=Sus scrofa OX=9823 GN=RNASET2 PE=1 SV=1 E(blastx)=4e-06
TRINITY_DN4902_c0_g1	Parafibromin OS=Rattus norvegicus OX=10116 GN=Cdc73 PE=2 SV=1 E(blastx)=1e-32
TRINITY_DN7960_c0_g1	"Aspartate aminotransferase, cytoplasmic OS=Gallus gallus OX=9031 GN=GOT1 PE=1 SV=3 E(blastx)=8e-24"
TRINITY_DN11809_c0_g1	Arf-GAP with dual PH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ADAP1 PE=1 SV=2 E(blastx)=5e-06
TRINITY_DN10109_c0_g1	Neuronal cell adhesion molecule OS=Gallus gallus OX=9031 PE=1 SV=1 E(blastx)=3e-07
TRINITY_DN4915_c0_g1	Regulator of G-protein signaling 6 OS=Homo sapiens OX=9606 GN=RGS6 PE=1 SV=5 E(blastx)=2e-25
TRINITY_DN7270_c0_g1	CTP synthase 1 OS=Danio rerio OX=7955 GN=ctps1 PE=1 SV=1 E(blastx)=2e-18
TRINITY_DN7134_c0_g1	Serine-threonine kinase receptor-associated protein OS=Gallus gallus OX=9031 GN=STRAP PE=2 SV=2 E(blastx)=3e-21
TRINITY_DN5555_c0_g1	Ubiquitin carboxyl-terminal hydrolase 48 OS=Gallus gallus OX=9031 GN=USP48 PE=2 SV=1 E(blastx)=4e-14
TRINITY_DN8107_c0_g1	Inhibitor of growth protein 4 OS=Homo sapiens OX=9606 GN=ING4 PE=1 SV=1 E(blastx)=6e-11
TRINITY_DN14727_c0_g1	"Malate dehydrogenase, cytoplasmic OS=Xenopus laevis OX=8355 GN=mdh1 PE=2 SV=1 E(blastx)=1e-28"
TRINITY_DN6303_c0_g1	Eukaryotic translation initiation factor 5A-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ANB1 PE=1 SV=3 E(blastx)=1e-19
TRINITY_DN5653_c0_g1	MRG/MORF4L-binding protein OS=Mus musculus OX=10090 GN=Mrgbp PE=1 SV=2 E(blastx)=7e-06
TRINITY_DN10616_c0_g1	Polycystin-1 OS=Mus musculus OX=10090 GN=Pkd1 PE=1 SV=2 E(blastx)=3e-06
TRINITY_DN4519_c0_g1	Dynein regulatory complex subunit 2 OS=Bos taurus OX=9913 GN=CCDC65 PE=2 SV=1 E(blastx)=2e-14
TRINITY_DN11428_c0_g1	Zinc finger protein 674 OS=Homo sapiens OX=9606 GN=ZNF674 PE=2 SV=1 E(blastx)=2e-21
TRINITY_DN11281_c0_g1	Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2 E(blastx)=3e-10
TRINITY_DN4830_c0_g1	Lysosomal alpha-mannosidase OS=Felis catus OX=9685 GN=MAN2B1 PE=2 SV=1 E(blastx)=6e-11
TRINITY_DN13604_c0_g1	Glutathione S-transferase OS=Plasmodium vivax OX=5855 GN=GST PE=2 SV=1 E(blastx)=8e-13
TRINITY_DN5868_c0_g1	Calnexin OS=Rattus norvegicus OX=10116 GN=Canx PE=1 SV=1 E(blastx)=7e-06
TRINITY_DN8520_c0_g1	Tubulin beta chain (Fragment) OS=Lymnaea stagnalis OX=6523 PE=2 SV=1 E(blastx)=6e-62
TRINITY_DN6285_c0_g1	Probable cytoplasmic aconitate hydratase OS=Dictyostelium discoideum OX=44689 GN=aco1 PE=3 SV=1 E(blastx)=3e-21
TRINITY_DN8192_c0_g1	Eukaryotic translation initiation factor 3 subunit B OS=Bos taurus OX=9913 GN=EIF3B PE=2 SV=1 E(blastx)=3e-36
TRINITY_DN4117_c0_g1_i2	"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Rattus norvegicus OX=10116 GN=Mccc2 PE=2 SV=1 E(blastx)=4e-69"
TRINITY_DN10663_c0_g1	Small integral membrane protein 14 OS=Pongo abelii OX=9601 GN=SMIM14 PE=3 SV=1 E(blastx)=5e-15
TRINITY_DN6954_c0_g1	"Glutaredoxin-related protein 5, mitochondrial OS=Danio rerio OX=7955 GN=glrx5 PE=2 SV=1 E(blastx)=5e-33"
TRINITY_DN13384_c0_g1	E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3 E(blastx)=4e-24
TRINITY_DN3780_c0_g1	E3 ubiquitin-protein ligase TRIM33 OS=Mus musculus OX=10090 GN=Trim33 PE=1 SV=2 E(blastx)=5e-11
TRINITY_DN7505_c0_g1	Nuclear pore complex protein Nup214 OS=Homo sapiens OX=9606 GN=NUP214 PE=1 SV=2 E(blastx)=2e-05
TRINITY_DN12985_c0_g1	U7 snRNA-associated Sm-like protein LSm11 OS=Xenopus laevis OX=8355 GN=lsm11 PE=2 SV=1 E(blastx)=2e-12
TRINITY_DN9805_c0_g1	60S ribosomal protein L34-3 OS=Arabidopsis thaliana OX=3702 GN=RPL34C PE=2 SV=1 E(blastx)=6e-15
TRINITY_DN8930_c0_g1	Cyclic AMP-dependent transcription factor ATF-6 beta OS=Mus musculus OX=10090 GN=Atf6b PE=1 SV=1 E(blastx)=2e-11
TRINITY_DN7204_c0_g1	E3 ubiquitin-protein ligase DZIP3 OS=Mus musculus OX=10090 GN=Dzip3 PE=1 SV=2 E(blastx)=9e-07
TRINITY_DN9009_c0_g1	Transmembrane emp24 domain-containing protein 4 OS=Mus musculus OX=10090 GN=Tmed4 PE=1 SV=1 E(blastx)=3e-28
TRINITY_DN11468_c0_g1	Chromodomain-helicase-DNA-binding protein 7 OS=Mus musculus OX=10090 GN=Chd7 PE=1 SV=1 E(blastx)=2e-31
TRINITY_DN10954_c0_g1	"Probable D-lactate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=LDHD PE=1 SV=1 E(blastx)=1e-26"
TRINITY_DN8290_c0_g1	Hsc70-interacting protein OS=Rattus norvegicus OX=10116 GN=St13 PE=1 SV=1 E(blastx)=9e-15
TRINITY_DN8431_c0_g1	Helicase SKI2W OS=Homo sapiens OX=9606 GN=SKIV2L PE=1 SV=3 E(blastx)=4e-38
TRINITY_DN4807_c0_g1	Small nuclear ribonucleoprotein Sm D1 OS=Mus musculus OX=10090 GN=Snrpd1 PE=1 SV=1 E(blastx)=4e-52
TRINITY_DN5138_c0_g1	"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=MCCC1 PE=1 SV=3 E(blastx)=6e-28"
TRINITY_DN10121_c0_g1	Adenosine kinase 1 OS=Arabidopsis thaliana OX=3702 GN=ADK1 PE=1 SV=1 E(blastx)=5e-26
TRINITY_DN445_c0_g1	Desert hedgehog protein B OS=Xenopus laevis OX=8355 GN=dhh-b PE=2 SV=1 E(blastx)=6e-10
TRINITY_DN5272_c0_g1	Neurogenic locus Notch protein OS=Drosophila melanogaster OX=7227 GN=N PE=1 SV=3 E(blastx)=7e-06
TRINITY_DN5061_c0_g1	Atlastin OS=Drosophila melanogaster OX=7227 GN=atl PE=1 SV=1 E(blastx)=2e-19
TRINITY_DN1071_c0_g1	Nidogen-2 OS=Homo sapiens OX=9606 GN=NID2 PE=1 SV=3 E(blastx)=2e-05
TRINITY_DN7550_c0_g1	Cartilage intermediate layer protein 1 OS=Homo sapiens OX=9606 GN=CILP PE=1 SV=4 E(blastx)=3e-08
TRINITY_DN12833_c0_g1	Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3 E(blastx)=1e-36
TRINITY_DN14481_c0_g1	Transmembrane protease serine 9 OS=Homo sapiens OX=9606 GN=TMPRSS9 PE=1 SV=2 E(blastx)=9e-24
TRINITY_DN3121_c0_g1	E3 ubiquitin-protein ligase TRIM71 OS=Mus musculus OX=10090 GN=Trim71 PE=1 SV=1 E(blastx)=2e-05
TRINITY_DN4761_c0_g1	Endoplasmic reticulum resident protein 44 OS=Bos taurus OX=9913 GN=ERP44 PE=2 SV=1 E(blastx)=4e-20
TRINITY_DN9938_c0_g1	Enteropeptidase OS=Homo sapiens OX=9606 GN=TMPRSS15 PE=1 SV=3 E(blastx)=3e-22
TRINITY_DN9380_c0_g1	Moesin/ezrin/radixin homolog 1 OS=Drosophila melanogaster OX=7227 GN=Moe PE=1 SV=2 E(blastx)=2e-08
TRINITY_DN868_c0_g1	E3 ubiquitin-protein ligase MYLIP-A OS=Danio rerio OX=7955 GN=mylipa PE=1 SV=2 E(blastx)=4e-17
TRINITY_DN11108_c0_g1	Apoptotic chromatin condensation inducer in the nucleus OS=Mus musculus OX=10090 GN=Acin1 PE=1 SV=3 E(blastx)=6e-23
TRINITY_DN4263_c0_g1	Vigilin OS=Rattus norvegicus OX=10116 GN=Hdlbp PE=1 SV=1 E(blastx)=7e-26
TRINITY_DN214_c0_g1	60S ribosomal protein L11 OS=Ictalurus punctatus OX=7998 GN=rpl11 PE=2 SV=3 E(blastx)=9e-54
TRINITY_DN9869_c0_g1	F-actin-uncapping protein LRRC16A OS=Homo sapiens OX=9606 GN=CARMIL1 PE=1 SV=1 E(blastx)=1e-16
TRINITY_DN3046_c0_g1	Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2 E(blastx)=4e-59
TRINITY_DN7897_c0_g1	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B OS=Gallus gallus OX=9031 GN=ANKRD44 PE=2 SV=1 E(blastx)=1e-13
TRINITY_DN825_c0_g1	Nucleolar GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=GNL2 PE=1 SV=1 E(blastx)=1e-20
TRINITY_DN11090_c0_g1	40S ribosomal protein S15 OS=Elaeis oleifera OX=80265 GN=RPS15 PE=2 SV=1 E(blastx)=5e-24
TRINITY_DN8038_c0_g1	Integrin alpha-M OS=Mus musculus OX=10090 GN=Itgam PE=1 SV=2 E(blastx)=1e-08
TRINITY_DN12529_c0_g1	60S ribosomal protein L23 OS=Aedes aegypti OX=7159 GN=RpL23-A PE=2 SV=1 E(blastx)=6e-36
TRINITY_DN10614_c0_g1	NADH-ubiquinone oxidoreductase chain 2 OS=Metridium senile OX=6116 GN=ND2 PE=3 SV=1 E(blastx)=2e-54
TRINITY_DN246_c1_g1	Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus OX=10090 GN=Aldh1l1 PE=1 SV=1 E(blastx)=7e-19
TRINITY_DN1413_c0_g1	"Cytochrome c oxidase subunit 6A, mitochondrial OS=Oncorhynchus mykiss OX=8022 PE=3 SV=1 E(blastx)=5e-31"
TRINITY_DN7801_c0_g1	Elongation factor 1-alpha OS=Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324) OX=294746 GN=TEF1 PE=3 SV=2 E(blastx)=4e-28
TRINITY_DN6220_c0_g1	"ATP synthase lipid-binding protein, mitochondrial OS=Manduca sexta OX=7130 PE=2 SV=1 E(blastx)=3e-24"
TRINITY_DN1965_c0_g1	Serine/threonine-protein kinase mTOR OS=Mus musculus OX=10090 GN=Mtor PE=1 SV=2 E(blastx)=4e-20
TRINITY_DN8507_c0_g1	Clusterin-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Cluap1 PE=1 SV=1 E(blastx)=1e-27
TRINITY_DN8353_c0_g1	DNA topoisomerase 2-binding protein 1 OS=Homo sapiens OX=9606 GN=TOPBP1 PE=1 SV=3 E(blastx)=3e-15
TRINITY_DN9969_c0_g1	Synaptotagmin-6 OS=Rattus norvegicus OX=10116 GN=Syt6 PE=1 SV=1 E(blastx)=4e-12
TRINITY_DN14537_c0_g1	Protein transport protein Sec61 subunit alpha OS=Harpagifer antarcticus OX=43256 GN=sec61a PE=2 SV=3 E(blastx)=5e-11
TRINITY_DN400_c0_g1_i2	"Actin, muscle (Fragment) OS=Lytechinus pictus OX=7653 PE=3 SV=1 E(blastx)=2e-22"
TRINITY_DN8501_c0_g1	MAM and LDL-receptor class A domain-containing protein 1 (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=1e-16
TRINITY_DN4518_c0_g1	Muscle M-line assembly protein unc-89 OS=Caenorhabditis elegans OX=6239 GN=unc-89 PE=1 SV=3 E(blastx)=4e-09
TRINITY_DN3923_c0_g1	Protein ELYS OS=Xenopus laevis OX=8355 GN=ahctf1 PE=1 SV=1 E(blastx)=3e-17
TRINITY_DN11622_c0_g1	Zinc finger protein 182 OS=Homo sapiens OX=9606 GN=ZNF182 PE=2 SV=2 E(blastx)=5e-21
TRINITY_DN9158_c0_g1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Bos taurus OX=9913 GN=STT3A PE=2 SV=1 E(blastx)=3e-48
TRINITY_DN8163_c0_g1	Dolichyldiphosphatase 1 OS=Callithrix jacchus OX=9483 GN=DOLPP1 PE=3 SV=1 E(blastx)=3e-11
TRINITY_DN4726_c0_g1	Multidrug resistance-associated protein 6 OS=Homo sapiens OX=9606 GN=ABCC6 PE=1 SV=2 E(blastx)=1e-12
TRINITY_DN9217_c0_g1	Acidic mammalian chitinase OS=Bos taurus OX=9913 GN=CHIA PE=1 SV=1 E(blastx)=2e-07
TRINITY_DN13737_c0_g1	ATP synthase subunit a OS=Lumbricus terrestris OX=6398 GN=ATP6 PE=3 SV=1 E(blastx)=3e-21
TRINITY_DN13140_c0_g1	Protein timeless homolog OS=Homo sapiens OX=9606 GN=TIMELESS PE=1 SV=2 E(blastx)=6e-07
TRINITY_DN14459_c0_g1	"Cytochrome c oxidase subunit 5B, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX5B PE=1 SV=3 E(blastx)=1e-06"
TRINITY_DN10264_c0_g1	ZP domain-containing protein OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=3e-08
TRINITY_DN11569_c0_g1	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Bos taurus OX=9913 GN=NDUFS7 PE=1 SV=1 E(blastx)=5e-22"
TRINITY_DN4473_c0_g1	Activating signal cointegrator 1 OS=Homo sapiens OX=9606 GN=TRIP4 PE=1 SV=4 E(blastx)=4e-14
TRINITY_DN6740_c0_g1	Heterogeneous nuclear ribonucleoprotein A0 OS=Mus musculus OX=10090 GN=Hnrnpa0 PE=1 SV=1 E(blastx)=7e-07
TRINITY_DN5112_c0_g1	Doublecortin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=DCDC1 PE=1 SV=1 E(blastx)=3e-16
TRINITY_DN10719_c0_g1	DNA-directed RNA polymerase I subunit RPA1 OS=Rattus norvegicus OX=10116 GN=Polr1a PE=1 SV=1 E(blastx)=8e-12
TRINITY_DN4849_c0_g1	Putative glycine--tRNA ligase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=grs1 PE=3 SV=1 E(blastx)=3e-32
TRINITY_DN7400_c0_g1	E3 ubiquitin ligase Rnf157 OS=Xenopus laevis OX=8355 GN=rnf157 PE=2 SV=1 E(blastx)=2e-24
TRINITY_DN13262_c0_g1	"Enoyl-CoA hydratase, mitochondrial OS=Pongo abelii OX=9601 GN=ECHS1 PE=2 SV=1 E(blastx)=7e-06"
TRINITY_DN14282_c0_g1	Myosin regulatory light chain 12B OS=Rattus norvegicus OX=10116 GN=Myl12b PE=1 SV=3 E(blastx)=3e-18
TRINITY_DN8971_c0_g1	Serine/threonine-protein kinase TAO1 OS=Rattus norvegicus OX=10116 GN=Taok1 PE=1 SV=1 E(blastx)=1e-43
TRINITY_DN5121_c0_g1	Gamma-interferon-inducible lysosomal thiol reductase OS=Carassius auratus OX=7957 GN=ifi30 PE=1 SV=1 E(blastx)=5e-24
TRINITY_DN8335_c0_g1	"Dynein heavy chain 6, axonemal OS=Homo sapiens OX=9606 GN=DNAH6 PE=2 SV=3 E(blastx)=4e-18"
TRINITY_DN12948_c0_g1	Cat eye syndrome critical region protein 2 OS=Homo sapiens OX=9606 GN=CECR2 PE=1 SV=2 E(blastx)=6e-25
TRINITY_DN8326_c0_g1	Zinc transporter ZIP14 OS=Mus musculus OX=10090 GN=Slc39a14 PE=1 SV=1 E(blastx)=1e-11
TRINITY_DN12479_c0_g1	Probable ubiquitin carboxyl-terminal hydrolase FAF-Y OS=Homo sapiens OX=9606 GN=USP9Y PE=2 SV=2 E(blastx)=1e-14
TRINITY_DN8686_c0_g1	Glutathione S-transferase P OS=Bos taurus OX=9913 GN=GSTP1 PE=1 SV=2 E(blastx)=3e-13
TRINITY_DN444_c0_g1	EF-hand calcium-binding domain-containing protein 4A OS=Danio rerio OX=7955 GN=cracr2b PE=2 SV=2 E(blastx)=7e-06
TRINITY_DN3735_c0_g1	Serotransferrin (Fragment) OS=Gadus morhua OX=8049 GN=tf PE=2 SV=1 E(blastx)=2e-13
TRINITY_DN5495_c0_g1	Cadherin EGF LAG seven-pass G-type receptor 1 OS=Mus musculus OX=10090 GN=Celsr1 PE=1 SV=3 E(blastx)=3e-15
TRINITY_DN13906_c0_g1	"Myosin light chain kinase, smooth muscle (Fragment) OS=Ovis aries OX=9940 GN=MYLK PE=2 SV=1 E(blastx)=2e-07"
TRINITY_DN4683_c0_g1	Solute carrier family 15 member 4 OS=Homo sapiens OX=9606 GN=SLC15A4 PE=1 SV=1 E(blastx)=1e-14
TRINITY_DN5179_c0_g1	Filamin-A OS=Mus musculus OX=10090 GN=Flna PE=1 SV=5 E(blastx)=2e-29
TRINITY_DN229_c0_g1	Myosin-10 OS=Bos taurus OX=9913 GN=MYH10 PE=2 SV=2 E(blastx)=2e-11
TRINITY_DN14021_c0_g1	Putative carbonic anhydrase (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=2e-22
TRINITY_DN13628_c0_g1	Synaptojanin-2-binding protein OS=Rattus norvegicus OX=10116 GN=Synj2bp PE=1 SV=2 E(blastx)=3e-17
TRINITY_DN13239_c0_g1	"Propionyl-CoA carboxylase beta chain, mitochondrial OS=Rattus norvegicus OX=10116 GN=Pccb PE=2 SV=1 E(blastx)=4e-26"
